geolocation_city,product_category_name,total_orders
rosário do ivaí,relogios_presentes,2
rosário do sul,utilidades_domesticas,154
rubelita,livros_tecnicos,16
rubiacea,brinquedos,12
rubiao junior,musica,1
rubiataba,cama_mesa_banho,240
rubim,beleza_saude,60
rubineia,utilidades_domesticas,11
rubinéia,utilidades_domesticas,1
rubiácea,brinquedos,5
russas,beleza_saude,225
ruy barbosa,informatica_acessorios,165
sabara,informatica_acessorios,383
sabará,informatica_acessorios,81
sabaudia,fashion_underwear_e_moda_praia,12
sabino,beleza_saude,34
sabinopolis,cama_mesa_banho,66
sabinópolis,cama_mesa_banho,14
saboeiro,relogios_presentes,6
sabáudia,fashion_underwear_e_moda_praia,3
sacra familia do tingua,brinquedos,4
sacra família do tinguá,brinquedos,1
sacramento,beleza_saude,618
sales,esporte_lazer,93
sales oliveira,informatica_acessorios,174
salesopolis,relogios_presentes,272
salesópolis,relogios_presentes,32
salgado filho,automotivo,32
salgueiro,beleza_saude,400
salinas,beleza_saude,876
salinas da margarida,esporte_lazer,13
salmourao,moveis_decoracao,16
salmourão,moveis_decoracao,3
saloa,utilidades_domesticas,18
salobro,ferramentas_jardim,1
saloá,utilidades_domesticas,4
saltinho,cama_mesa_banho,63
salto,esporte_lazer,1300
salto da divisa,cama_mesa_banho,33
salto de pirapora,utilidades_domesticas,736
salto do ceu,cama_mesa_banho,11
salto do céu,cama_mesa_banho,3
salto do itarare,relogios_presentes,18
salto do itararé,relogios_presentes,8
salto do jacui,beleza_saude,72
salto do jacuí,beleza_saude,12
salto do lontra,cama_mesa_banho,216
salto grande,pcs,30
salto veloso,beleza_saude,40
salvador,beleza_saude,11079
salvador ,beleza_saude,1
salvador do sul,utilidades_domesticas,43
samambaia,esporte_lazer,10
sampaio correia,ferramentas_jardim,1
sananduva,cool_stuff,68
sanclerlandia,cama_mesa_banho,44
sanclerlândia,cama_mesa_banho,8
sandolandia,relogios_presentes,5
sandolândia,relogios_presentes,1
sanga puita,instrumentos_musicais,2
sangao,brinquedos,26
sangão,brinquedos,8
sanharo,beleza_saude,18
sanharó,beleza_saude,6
sant'ana do livramento,utilidades_domesticas,5
santa adelia,telefonia,216
santa adélia,telefonia,54
santa albertina,cama_mesa_banho,70
santa amelia,beleza_saude,11
santa amélia,beleza_saude,1
santa barbara,cama_mesa_banho,1064
santa barbara d oeste,beleza_saude,197
santa barbara d'oeste,beleza_saude,1094
santa barbara de goias,esporte_lazer,1
santa barbara do para,moveis_escritorio,4
santa barbara do sul,beleza_saude,26
santa barbara doeste,moveis_decoracao,7
santa branca,cama_mesa_banho,65
santa brigida,fashion_calcados,14
santa brígida,fashion_calcados,5
santa bárbara,cama_mesa_banho,126
santa bárbara d'oeste,beleza_saude,277
santa bárbara d`oeste,moveis_escritorio,9
santa bárbara do sul,beleza_saude,4
santa bárbara doeste,moveis_escritorio,36
santa cecilia,instrumentos_musicais,370
santa cecilia de umbuzeiro,informatica_acessorios,17
santa cecilia do pavao,perfumaria,12
santa cecília,instrumentos_musicais,85
santa cecília do pavão,perfumaria,1
santa clara d oeste,beleza_saude,3
santa clara d'oeste,beleza_saude,10
santa clara do sul,esporte_lazer,44
santa cruz,beleza_saude,51
santa cruz cabralia,cama_mesa_banho,94
santa cruz cabrália,cama_mesa_banho,30
santa cruz da conceicao,cool_stuff,25
santa cruz da conceição,cool_stuff,1
santa cruz das palmeiras,informatica_acessorios,294
santa cruz de goias,esporte_lazer,8
santa cruz de minas,bebes,35
santa cruz de monte castelo,cool_stuff,56
santa cruz de salinas,cama_mesa_banho,11
santa cruz do capibaribe,beleza_saude,92
santa cruz do piaui,cool_stuff,7
santa cruz do prata,informatica_acessorios,1
santa cruz do rio pardo,livros_interesse_geral,1495
santa cruz do sul,moveis_decoracao,2599
santa cruz do timbo,brinquedos,2
santa ernestina,perfumaria,29
santa fe,moveis_decoracao,96
santa fe de goias,fashion_roupa_masculina,16
santa fe de minas,beleza_saude,12
santa fe do sul,informatica_acessorios,1841
santa filomena,beleza_saude,2
santa fé,moveis_decoracao,24
santa fé de goiás,fashion_roupa_masculina,4
santa fé de minas,beleza_saude,2
santa fé do sul,informatica_acessorios,336
santa gertrudes,construcao_ferramentas_jardim,333
santa helena,moveis_decoracao,184
santa helena de goias,brinquedos,212
santa helena de goiás,brinquedos,40
santa helena de minas,malas_acessorios,38
santa ines,cool_stuff,106
santa inês,cool_stuff,30
santa isabel,esporte_lazer,1836
santa isabel do ivai,beleza_saude,27
santa isabel do ivaí,beleza_saude,3
santa isabel do para,cama_mesa_banho,70
santa isabel do pará,cama_mesa_banho,12
santa isabel do rio preto,brinquedos,4
santa izabel do oeste,beleza_saude,26
santa juliana,informatica_acessorios,126
santa leopoldina,cama_mesa_banho,14
santa lucia,esporte_lazer,36
santa luzia,ferramentas_jardim,483
santa luzia do norte,esporte_lazer,7
santa luzia do parua,beleza_saude,13
santa luzia do paruá,beleza_saude,3
santa lúcia,esporte_lazer,6
santa margarida,automotivo,27
santa maria,cama_mesa_banho,3050
santa maria da boa vista,relogios_presentes,42
santa maria da serra,cool_stuff,31
santa maria da vitoria,beleza_saude,240
santa maria da vitória,beleza_saude,39
santa maria de itabira,brinquedos,38
santa maria de jetiba,perfumaria,511
santa maria de jetibá,perfumaria,140
santa maria do herval,esporte_lazer,11
santa maria do para,beleza_saude,17
santa maria do pará,beleza_saude,4
santa maria do salto,consoles_games,18
santa maria do suacui,automotivo,39
santa maria do suaçuí,automotivo,7
santa maria madalena,relogios_presentes,195
santa mariana,beleza_saude,43
santa mercedes,informatica_acessorios,26
santa monica,utilidades_domesticas,12
santa mônica,utilidades_domesticas,6
santa quiteria,brinquedos,35
santa quiteria do maranhao,beleza_saude,19
santa quitéria,brinquedos,5
santa quitéria do maranhão,beleza_saude,2
santa rita,beleza_saude,87
santa rita d oeste,brinquedos,4
santa rita d'oeste,brinquedos,16
santa rita da floresta,papelaria,2
santa rita de caldas,construcao_ferramentas_construcao,62
santa rita de jacutinga,telefonia,22
santa rita de minas,beleza_saude,24
santa rita do araguaia,relogios_presentes,80
santa rita do ibitipoca,ferramentas_jardim,7
santa rita do itueto,ferramentas_jardim,22
santa rita do passa quatro,telefonia,608
santa rita do sapucai,brinquedos,1190
santa rita do sapucaí,brinquedos,255
santa rita doeste,brinquedos,2
santa rosa,informatica_acessorios,595
santa rosa de lima,bebes,11
santa rosa de viterbo,esporte_lazer,435
santa rosa do sul,cama_mesa_banho,24
santa salete,informatica_acessorios,6
santa teresa,relogios_presentes,210
santa teresinha,relogios_presentes,6
santa tereza do oeste,eletronicos,21
santa terezinha,casa_conforto,15
santa terezinha de itaipu,cama_mesa_banho,67
santa vitoria,beleza_saude,345
santa vitoria do palmar,artigos_de_natal,258
santa vitória,beleza_saude,57
santa vitória do palmar,artigos_de_natal,62
santaluz,bebes,46
santana,telefonia_fixa,102
santana da boa vista,esporte_lazer,16
santana da vargem,beleza_saude,31
santana de parnaiba,beleza_saude,1859
santana de parnaíba,beleza_saude,512
santana de pirapama,informatica_acessorios,12
santana do acarau,beleza_saude,18
santana do acaraú,beleza_saude,3
santana do araguaia,cool_stuff,84
santana do capivari,telefonia,3
santana do cariri,bebes,9
santana do deserto,audio,5
santana do ipanema,esporte_lazer,35
santana do itarare,ferramentas_jardim,10
santana do itararé,ferramentas_jardim,5
santana do jacare,cama_mesa_banho,30
santana do jacaré,cama_mesa_banho,6
santana do livramento,utilidades_domesticas,863
santana do manhuacu,alimentos_bebidas,17
santana do manhuaçu,alimentos_bebidas,7
santana do mundau,utilidades_domesticas,16
santana do mundaú,utilidades_domesticas,4
santana do paraiso,beleza_saude,174
santana do paraíso,beleza_saude,27
santana do serido,relogios_presentes,4
santana do seridó,relogios_presentes,4
santana do sobrado,malas_acessorios,4
santana dos montes,informatica_acessorios,33
santanesia,automotivo,6
santarem,telefonia,691
santarém,telefonia,88
santiago,beleza_saude,1596
santo aleixo,beleza_saude,1
santo amaro,alimentos,150
santo amaro da imperatriz,informatica_acessorios,356
santo amaro das brotas,eletronicos,9
santo amaro de campos,automotivo,13
santo anastacio,moveis_decoracao,585
santo anastácio,moveis_decoracao,120
santo andre,cama_mesa_banho,11018
santo andré,cama_mesa_banho,2429
santo angelo,esporte_lazer,862
santo antonio,telefonia,28
santo antonio da alegria,construcao_ferramentas_iluminacao,23
santo antonio da patrulha,esporte_lazer,369
santo antonio da platina,moveis_decoracao,520
santo antonio das missoes,moveis_decoracao,34
santo antonio das queimadas,beleza_saude,2
santo antonio de goias,bebes,9
santo antonio de jesus,beleza_saude,142
santo antonio de padua,cama_mesa_banho,1284
santo antonio de posse,cama_mesa_banho,484
santo antonio do amparo,moveis_decoracao,72
santo antonio do aracangua,telefonia,19
santo antonio do aventureiro,cama_mesa_banho,13
santo antonio do caiua,automotivo,10
santo antonio do canaa,brinquedos,3
santo antonio do descoberto,perfumaria,60
santo antonio do grama,esporte_lazer,20
santo antonio do itambe,automotivo,12
santo antonio do jacinto,eletronicos,132
santo antonio do jardim,telefonia,75
santo antonio do leste,cama_mesa_banho,8
santo antonio do leverger,malas_acessorios,9
santo antonio do monte,pet_shop,360
santo antonio do palma,beleza_saude,1
santo antonio do pinhal,eletrodomesticos,40
santo antonio do planalto,moveis_decoracao,8
santo antonio do rio abaixo,artigos_de_natal,9
santo antonio do sudoeste,moveis_decoracao,116
santo antonio do taua,eletrodomesticos,7
santo antonio dos campos,relogios_presentes,13
santo antônio,telefonia,12
santo antônio da alegria,construcao_ferramentas_iluminacao,4
santo antônio da patrulha,esporte_lazer,78
santo antônio da platina,moveis_decoracao,148
santo antônio das missões,moveis_decoracao,8
santo antônio das queimadas,beleza_saude,1
santo antônio de goiás,bebes,1
santo antônio de jesus,beleza_saude,44
santo antônio de posse,cama_mesa_banho,108
santo antônio de pádua,cama_mesa_banho,210
santo antônio do amparo,moveis_decoracao,22
santo antônio do aracanguá,telefonia,6
santo antônio do aventureiro,cama_mesa_banho,5
santo antônio do caiuá,automotivo,2
santo antônio do canaã,brinquedos,1
santo antônio do descoberto,perfumaria,20
santo antônio do grama,esporte_lazer,6
santo antônio do itambé,automotivo,2
santo antônio do jacinto,eletronicos,30
santo antônio do jardim,telefonia,15
santo antônio do leste,cama_mesa_banho,2
santo antônio do leverger,malas_acessorios,2
santo antônio do monte,pet_shop,42
santo antônio do palma,beleza_saude,4
santo antônio do pinhal,eletrodomesticos,8
santo antônio do planalto,moveis_decoracao,4
santo antônio do rio abaixo,artigos_de_natal,2
santo antônio do sudoeste,moveis_decoracao,12
santo antônio do tauá,eletrodomesticos,2
santo antônio dos campos,relogios_presentes,2
santo augusto,bebes,134
santo cristo,telefonia,118
santo estevao,ferramentas_jardim,144
santo estevão,ferramentas_jardim,18
santo estêvão,ferramentas_jardim,3
santo expedito,telefonia,9
santo expedito do sul,cool_stuff,3
santo hipolito,informatica_acessorios,3
santo hipólito,informatica_acessorios,3
santo inacio,informatica_acessorios,8
santo inácio,informatica_acessorios,6
santo ângelo,esporte_lazer,139
santos,cama_mesa_banho,21077
santos dumont,moveis_decoracao,984
sao benedito,moveis_decoracao,111
sao benedito do rio preto,informatica_acessorios,9
sao benedito do sul,telefonia_fixa,6
sao bentinho,beleza_saude,4
sao bento,beleza_saude,86
sao bento abade,automotivo,11
sao bento do sapucai,cama_mesa_banho,124
sao bento do sul,moveis_decoracao,398
sao bento do una,cama_mesa_banho,44
sao bernardino,esporte_lazer,5
sao bernardo,beleza_saude,14
sao bernardo do campo,moveis_decoracao,10079
sao bonifacio,perfumaria,7
sao borja,informatica_acessorios,1205
sao bras,moveis_decoracao,1
sao bras do suacui,bebes,21
sao caetano do sul,esporte_lazer,3600
sao carlos,moveis_decoracao,3798
sao carlos do ivai,moveis_decoracao,28
sao cristovao,consoles_games,136
sao cristovao do sul,cool_stuff,8
sao desiderio,moveis_decoracao,18
sao domingos,cool_stuff,31
sao domingos das dores,moveis_decoracao,21
sao domingos do araguaia,esporte_lazer,20
sao domingos do maranhao,ferramentas_jardim,19
sao domingos do norte,automotivo,15
sao domingos do prata,ferramentas_jardim,156
sao felipe,cama_mesa_banho,20
sao felix,informatica_acessorios,8
sao felix de minas,telefonia,9
sao felix do araguaia,beleza_saude,62
sao felix do coribe,esporte_lazer,38
sao felix do xingu,utilidades_domesticas,171
sao fernando,perfumaria,2
sao fidelis,moveis_decoracao,474
sao francisco,eletroportateis,154
sao francisco da praia,relogios_presentes,4
sao francisco de assis,brinquedos,57
sao francisco de itabapoana,cama_mesa_banho,368
sao francisco de paula,brinquedos,67
sao francisco do brejao,informatica_acessorios,5
sao francisco do conde,automotivo,39
sao francisco do gloria,eletrodomesticos,17
sao francisco do guapore,cool_stuff,16
sao francisco do sul,relogios_presentes,736
sao gabriel,beleza_saude,736
sao gabriel da palha,beleza_saude,432
sao gabriel do oeste,esporte_lazer,390
sao geraldo,cama_mesa_banho,48
sao geraldo da piedade,moveis_decoracao,18
sao geraldo do baguari,automotivo,2
sao goncalo,cama_mesa_banho,2516
sao goncalo do abaete,cama_mesa_banho,16
sao goncalo do amarante,beleza_saude,37
sao goncalo do para,moveis_cozinha_area_de_servico_jantar_e_jardim,64
sao goncalo do rio abaixo,automotivo,190
sao goncalo do rio das pedras,automotivo,3
sao goncalo do rio preto,cama_mesa_banho,18
sao goncalo do sapucai,beleza_saude,222
sao gotardo,ferramentas_jardim,1080
sao jeronimo,cama_mesa_banho,256
sao joao,informatica_acessorios,144
sao joao batista,esporte_lazer,228
sao joao batista do gloria,automotivo,19
sao joao d alianca,cama_mesa_banho,2
sao joao d'alianca,cama_mesa_banho,11
sao joao da barra,automotivo,363
sao joao da boa vista,cama_mesa_banho,1427
sao joao da mata,moveis_decoracao,12
sao joao da parauna,brinquedos,3
sao joao da ponte,utilidades_domesticas,20
sao joao da serra negra,cama_mesa_banho,4
sao joao da urtiga,cool_stuff,7
sao joao dalianca,cama_mesa_banho,1
sao joao das missoes,artigos_de_festas,10
sao joao de iracema,brinquedos,13
sao joao de meriti,informatica_acessorios,949
sao joao de petropolis,telefonia,1
sao joao de pirabas,bebes,5
sao joao del rei,utilidades_domesticas,997
sao joao do itaperiu,telefonia,3
sao joao do ivai,moveis_decoracao,25
sao joao do manhuacu,esporte_lazer,24
sao joao do manteninha,moveis_sala,26
sao joao do oriente,automotivo,27
sao joao do paraiso,cool_stuff,44
sao joao do piaui,moveis_decoracao,75
sao joao do sabugi,utilidades_domesticas,6
sao joao do sobrado,beleza_saude,3
sao joao do sul,bebes,13
sao joao do triunfo,moveis_decoracao,50
sao joao dos patos,automotivo,25
sao joao evangelista,bebes,63
sao joao nepomuceno,utilidades_domesticas,1062
sao joaquim,beleza_saude,356
sao joaquim da barra,esporte_lazer,1506
sao joaquim de bicas,moveis_decoracao,219
sao joaquim do monte,papelaria,17
sao jorge,informatica_acessorios,13
sao jorge d'oeste,beleza_saude,23
sao jorge do ivai,climatizacao,40
sao jorge do oeste,beleza_saude,4
sao jorge do patrocinio,beleza_saude,15
sao jorge doeste,beleza_saude,2
sao jose,informatica_acessorios,1759
sao jose da barra,eletronicos,48
sao jose da bela vista,cama_mesa_banho,30
sao jose da boa vista,cool_stuff,7
sao jose da coroa grande,moveis_decoracao,22
sao jose da laje,fashion_calcados,18
sao jose da lapa,beleza_saude,66
sao jose da tapera,fashion_bolsas_e_acessorios,19
sao jose da vitoria,bebes,7
sao jose de mipibu,beleza_saude,18
sao jose de ribamar,telefonia,237
sao jose de uba,cama_mesa_banho,19
sao jose do barreiro,beleza_saude,16
sao jose do belmonte,cama_mesa_banho,27
sao jose do calcado,cama_mesa_banho,66
sao jose do campestre,telefonia,4
sao jose do cedro,cama_mesa_banho,183
sao jose do cerrito,brinquedos,14
sao jose do divino,automotivo,6
sao jose do egito,utilidades_domesticas,150
sao jose do goiabal,beleza_saude,18
sao jose do hortencio,beleza_saude,15
sao jose do inhacora,cama_mesa_banho,5
sao jose do norte,cama_mesa_banho,320
sao jose do ouro,brinquedos,86
sao jose do piaui,informatica_acessorios,5
sao jose do ribeirao,eletronicos,1
sao jose do rio claro,automotivo,36
sao jose do rio pardo,cama_mesa_banho,2058
sao jose do rio preto,cama_mesa_banho,3584
sao jose do serido,cama_mesa_banho,13
sao jose do turvo,bebes,7
sao jose do vale do rio preto,cama_mesa_banho,360
sao jose do xingu,cama_mesa_banho,20
sao jose dos campos,beleza_saude,7060
sao jose dos cordeiros,esporte_lazer,5
sao jose dos pinhais,moveis_decoracao,1209
sao jose dos quatro marcos,casa_construcao,49
sao leopoldo,esporte_lazer,640
sao lourenco,beleza_saude,1834
sao lourenco da mata,bebes,66
sao lourenco da serra,informatica_acessorios,280
sao lourenco do oeste,cama_mesa_banho,180
sao lourenco do piaui,esporte_lazer,1
sao lourenco do sul,moveis_decoracao,212
sao ludgero,eletroportateis,100
sao luis,informatica_acessorios,2407
sao luis de montes belos,ferramentas_jardim,261
sao luis do curu,beleza_saude,6
sao luis do paraitinga,alimentos,18
sao luis do quitunde,beleza_saude,15
sao luiz do norte,cool_stuff,18
sao luiz do paraitinga,alimentos,13
sao luiz gonzaga,cama_mesa_banho,536
sao mamede,fashion_bolsas_e_acessorios,3
sao manuel,automotivo,513
sao marcos,bebes,210
sao martinho,bebes,27
sao mateus,eletronicos,319
sao mateus de minas,moveis_decoracao,1
sao mateus do maranhao,automotivo,40
sao mateus do sul,ferramentas_jardim,740
sao miguel,relogios_presentes,72
sao miguel arcanjo,brinquedos,220
sao miguel das matas,moveis_escritorio,10
sao miguel de touros,cool_stuff,2
sao miguel do aleixo,automotivo,1
sao miguel do anta,moveis_decoracao,6
sao miguel do araguaia,cama_mesa_banho,100
sao miguel do gostoso,cool_stuff,3
sao miguel do guama,beleza_saude,60
sao miguel do guapore,cama_mesa_banho,34
sao miguel do iguacu,esporte_lazer,255
sao miguel do oeste,esporte_lazer,3185
sao miguel do tapuio,automotivo,6
sao miguel dos campos,informatica_acessorios,104
sao patricio,beleza_saude,6
sao paulo,cama_mesa_banho,77327
sao paulo das missoes,eletroportateis,38
sao paulo do potengi,brinquedos,13
sao pedro,cama_mesa_banho,272
sao pedro da agua branca,perfumaria,12
sao pedro da aldeia,beleza_saude,782
sao pedro da uniao,cama_mesa_banho,12
sao pedro de alcantara,moveis_decoracao,10
sao pedro do butia,beleza_saude,9
sao pedro do iguacu,automotivo,9
sao pedro do ivai,automotivo,53
sao pedro do sul,fashion_calcados,31
sao pedro do turvo,ferramentas_jardim,26
sao pedro dos ferros,relogios_presentes,66
sao rafael,eletronicos,4
sao raimundo nonato,consoles_games,156
sao romao,moveis_decoracao,46
sao roque,cool_stuff,558
sao roque de minas,eletroportateis,47
sao roque do canaa,cama_mesa_banho,30
sao roque do cannaa,cama_mesa_banho,4
sao sebastiao,utilidades_domesticas,386
sao sebastiao da amoreira,esporte_lazer,16
sao sebastiao da boa vista,cama_mesa_banho,12
sao sebastiao da grama,informatica_acessorios,74
sao sebastiao de campos,esporte_lazer,3
sao sebastiao do alto,moveis_escritorio,32
sao sebastiao do cai,utilidades_domesticas,414
sao sebastiao do maranhao,cool_stuff,17
sao sebastiao do paraiso,relogios_presentes,1782
sao sebastiao do passe,bebes,45
sao sebastiao do rio verde,automotivo,18
sao sepe,beleza_saude,128
sao simao,beleza_saude,201
sao thome das letras,moveis_decoracao,11
sao tiago,beleza_saude,30
sao tomas de aquino,utilidades_domesticas,42
sao tome,bebes,12
sao valentim,informatica_acessorios,11
sao vendelino,cama_mesa_banho,10
sao vicente,cama_mesa_banho,2196
sao vicente ferrer,cool_stuff,14
sape,eletronicos,31
sapeacu,telefonia,16
sapeaçu,telefonia,6
sapezal,relogios_presentes,222
sapiranga,bebes,375
sapopema,moveis_decoracao,9
sapucai-mirim,bebes,25
sapucaia,brinquedos,87
sapucaia do sul,ferramentas_jardim,593
sapucaí-mirim,bebes,6
sapé,eletronicos,11
saquarema,moveis_decoracao,652
sarandi,cama_mesa_banho,284
sarapui,cama_mesa_banho,42
sarapuí,cama_mesa_banho,16
sardoa,cama_mesa_banho,8
sardoá,cama_mesa_banho,5
sarutaia,cama_mesa_banho,10
sarutaiá,cama_mesa_banho,4
sarzedo,esporte_lazer,472
satiro dias,consoles_games,3
satuba,beleza_saude,7
satubinha,pet_shop,8
saubara,utilidades_domesticas,15
saudade do iguacu,automotivo,13
saudade do iguaçu,automotivo,6
saudades,cama_mesa_banho,88
saude,brinquedos,6
sa£o paulo,perfumaria,3
saúde,brinquedos,1
sbcampo,utilidades_domesticas,5
schroeder,beleza_saude,118
seabra,cama_mesa_banho,345
seara,telefonia,246
sebastiao leal,telefonia,2
seberi,automotivo,38
sede alvorada,moveis_decoracao,1
segredo,telefonia,16
selbach,esporte_lazer,23
senador amaral,moveis_decoracao,48
senador canedo,esporte_lazer,42
senador cortes,cama_mesa_banho,14
senador firmino,cama_mesa_banho,26
senador guiomard,utilidades_domesticas,28
senador jose bento,cama_mesa_banho,4
senador jose porfirio,livros_interesse_geral,15
senador josé bento,cama_mesa_banho,4
senador la rocque,telefonia_fixa,9
senador la roque,telefonia_fixa,2
senador modestino goncalves,moveis_decoracao,12
senador modestino gonçalves,moveis_decoracao,2
senador pompeu,eletronicos,56
senador salgado filho,beleza_saude,7
senges,fashion_bolsas_e_acessorios,76
sengés,fashion_bolsas_e_acessorios,30
senhor do bonfim,ferramentas_jardim,960
senhora de oliveira,moveis_decoracao,54
senhora dos remedios,moveis_decoracao,22
senhora dos remédios,moveis_decoracao,4
sento se,perfumaria,28
sento sé,perfumaria,4
serafina correa,eletronicos,160
serafina corrêa,eletronicos,30
sericita,construcao_ferramentas_iluminacao,29
seringueiras,construcao_ferramentas_construcao,10
serio,artigos_de_natal,3
seropedica,moveis_sala,354
seropédica,informatica_acessorios,57
serra,informatica_acessorios,2015
serra azul,utilidades_domesticas,30
serra azul de minas,ferramentas_jardim,12
serra bonita,moveis_escritorio,2
serra branca,cama_mesa_banho,16
serra de sao bento,cama_mesa_banho,6
serra do ramalho,telefonia,34
serra do salitre,informatica_acessorios,47
serra dos aimores,automotivo,28
serra dos aimorés,automotivo,6
serra dos dourados,perfumaria,1
serra dourada,perfumaria,27
serra negra,utilidades_domesticas,724
serra talhada,relogios_presentes,152
serrana,cama_mesa_banho,636
serrania,fashion_bolsas_e_acessorios,25
serranopolis,automotivo,18
serranopolis de minas,perfumaria,7
serranopolis do iguacu,cama_mesa_banho,8
serranópolis,automotivo,6
serranópolis do iguaçu,cama_mesa_banho,2
serrinha,cama_mesa_banho,372
serrita,informatica_acessorios,5
serro,cama_mesa_banho,66
serrolandia,informatica_acessorios,32
serrolândia,informatica_acessorios,5
sertania,bebes,35
sertanopolis,beleza_saude,174
sertanópolis,beleza_saude,39
sertao,informatica_acessorios,51
sertao santana,eletrodomesticos,15
sertaozinho,moveis_decoracao,1184
sertânia,bebes,8
sertão,informatica_acessorios,18
sertão santana,eletrodomesticos,3
sertãozinho,moveis_decoracao,245
sete barras,construcao_ferramentas_jardim,76
sete de setembro,fashion_bolsas_e_acessorios,1
sete lagoas,informatica_acessorios,5633
setubinha,esporte_lazer,46
severiano melo,beleza_saude,4
severinia,moveis_decoracao,124
severínia,moveis_decoracao,18
sideropolis,cama_mesa_banho,26
siderópolis,cama_mesa_banho,2
sidrolandia,esporte_lazer,272
sidrolândia,esporte_lazer,68
silva jardim,moveis_decoracao,303
silvania,beleza_saude,117
silvano,cama_mesa_banho,1
silvanopolis,automotivo,7
silvanópolis,automotivo,2
silveira carvalho,informatica_acessorios,1
silveira martins,ferramentas_jardim,8
silveiras,cama_mesa_banho,57
silvianopolis,cama_mesa_banho,18
silvianópolis,cama_mesa_banho,2
silvânia,beleza_saude,30
simao dias,informatica_acessorios,54
simao pereira,utilidades_domesticas,6
simoes filho,telefonia,1337
simolandia,consoles_games,23
simolândia,consoles_games,5
simonesia,esporte_lazer,93
simonésia,esporte_lazer,39
simplicio mendes,eletrodomesticos,9
simplício mendes,eletrodomesticos,4
simão dias,informatica_acessorios,10
simões filho,telefonia,252
sinimbu,informatica_acessorios,13
sinop,informatica_acessorios,1228
siqueira campos,informatica_acessorios,134
sirinhaem,ferramentas_jardim,56
sirinhaém,ferramentas_jardim,8
sitio do quinto,telefonia,21
sitio novo,telefonia,7
sitio novo do tocantins,moveis_decoracao,12
sobradinho,relogios_presentes,179
sobral,perfumaria,180
sobralia,cama_mesa_banho,10
sobrália,cama_mesa_banho,4
socorro,utilidades_domesticas,740
solanea,cama_mesa_banho,40
soledade,ferramentas_jardim,212
soledade de minas,beleza_saude,20
solonopole,cool_stuff,10
solonópole,cool_stuff,2
solânea,cama_mesa_banho,14
sombrio,informatica_acessorios,472
sonora,telefonia,110
sooretama,esporte_lazer,144
sorocaba,moveis_decoracao,7348
sorriso,beleza_saude,2604
sousa,telefonia,22
sp,beleza_saude,5
sucesso,brinquedos,3
sucupira do norte,cama_mesa_banho,6
sud mennucci,cama_mesa_banho,60
sulina,brinquedos,13
sumare,moveis_decoracao,2246
sumaré,cama_mesa_banho,453
sume,brinquedos,33
sumidouro,ferramentas_jardim,68
sumé,brinquedos,5
surubim,telefonia,231
suzanapolis,beleza_saude,12
suzano,beleza_saude,1912
suzanápolis,beleza_saude,3
sátiro dias,consoles_games,4
são benedito,moveis_decoracao,15
são benedito do rio preto,informatica_acessorios,3
são benedito do sul,telefonia_fixa,3
são bentinho,beleza_saude,1
são bento,cama_mesa_banho,9
são bento abade,automotivo,2
são bento do sapucaí,cama_mesa_banho,22
são bento do sul,moveis_decoracao,84
são bento do una,cama_mesa_banho,13
são bernardino,esporte_lazer,1
são bernardo,beleza_saude,2
são bernardo do campo,moveis_decoracao,2507
são borja,informatica_acessorios,210
são brás,moveis_decoracao,1
são brás do suaçuí,bebes,3
são caetano do sul,esporte_lazer,940
são carlos,moveis_decoracao,773
são carlos do ivaí,moveis_decoracao,9
são cristóvão,consoles_games,26
são cristóvão do sul,cool_stuff,3
são desidério,moveis_decoracao,4
são domingos,cool_stuff,8
são domingos das dores,moveis_decoracao,3
são domingos do araguaia,esporte_lazer,1
são domingos do maranhão,ferramentas_jardim,5
são domingos do norte,automotivo,3
são domingos do prata,ferramentas_jardim,30
são felipe,cama_mesa_banho,7
são fidélis,moveis_decoracao,117
são francisco,eletroportateis,24
são francisco da praia,cama_mesa_banho,2
são francisco de assis,brinquedos,10
são francisco de itabapoana,cama_mesa_banho,100
são francisco de paula,brinquedos,15
são francisco do brejão,informatica_acessorios,1
são francisco do conde,automotivo,8
são francisco do guaporé,cool_stuff,4
são francisco do sul,relogios_presentes,156
são félix,informatica_acessorios,6
são félix de minas,telefonia,2
são félix do araguaia,beleza_saude,26
são félix do coribe,esporte_lazer,10
são félix do xingu,utilidades_domesticas,27
são gabriel,beleza_saude,132
são gabriel da palha,beleza_saude,88
são gabriel do oeste,esporte_lazer,90
são geraldo,cama_mesa_banho,12
são geraldo da piedade,moveis_decoracao,2
são gonçalo,cama_mesa_banho,487
são gonçalo do abaeté,cama_mesa_banho,6
são gonçalo do amarante,beleza_saude,9
são gonçalo do pará,moveis_cozinha_area_de_servico_jantar_e_jardim,26
são gonçalo do rio abaixo,automotivo,35
são gonçalo do sapucaí,beleza_saude,27
são gotardo,ferramentas_jardim,190
são jerônimo,cama_mesa_banho,40
são joaquim,beleza_saude,36
são joaquim da barra,esporte_lazer,342
são joaquim de bicas,moveis_decoracao,48
são joaquim do monte,papelaria,9
são jorge d'oeste,beleza_saude,6
são jorge do ivaí,climatizacao,8
são jorge do patrocínio,beleza_saude,2
são josé,esporte_lazer,450
são josé da barra,eletronicos,12
são josé da bela vista,cama_mesa_banho,4
são josé da boa vista,cool_stuff,4
são josé da coroa grande,moveis_decoracao,2
são josé da laje,fashion_calcados,7
são josé da lapa,beleza_saude,13
